,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
409,0-2000-0-81699,PRESIDENTE FIGUEIREDO,,,Pane,Automatica,-2.05666666,0-76-0-1303536000000343, 01,60.99,AM,INMET,A126,-60.02583332,2008-04-18T21:00:00.000-03:00
410,0-2000-0-86853,PRESIDENTE KENNEDY,,,Operante,Automatica,-21.10083333,0-76-0-3204302000000385, 06,69.12,ES,INMET,A622,-41.03944444,2008-06-17T21:00:00.000-03:00
411,0-2000-0-86863,PRESIDENTE PRUDENTE,N,,Operante,Automatica,-22.11999999,0-76-0-3541406000000050, 07,431.92,SP,INMET,A707,-51.40861111,2003-02-03T22:00:00.000-02:00
412,0-2000-0-86700,PRIMAVERA DO LESTE,N,,Operante,Automatica,-15.57999999,0-76-0-5107040000000566, 09,680,MT,INMET,A923,-54.3811111,2017-10-25T21:00:00.000-03:00
413,,Paty do Alferes - Avelar,N,,Operante,Automatica,-22.34722221,, 06,508,RJ,INMET,A637,-43.41777777,2022-11-09T21:00:00.000-03:00
414,0-2000-0-86982,QUARAI,N,,Operante,Automatica,-30.368578,0-76-0-4315305000000257, 08,113.05,RS,INMET,A831,-56.437115,2007-10-16T21:00:00.000-03:00
415,0-2000-0-86612,QUEIMADAS,N,,Operante,Automatica,-10.98472221,0-76-0-2925808000000366, 04,310.11,BA,INMET,A436,-39.61694443,2008-05-22T21:00:00.000-03:00
416,0-2000-0-86647,QUERENCIA,N,,Operante,Automatica,-12.60305555,0-76-0-5107065000000233, 09,355,MT,INMET,A916,-52.1625,2007-07-17T21:00:00.000-03:00
417,0-2000-0-81799,QUIXADA,N,,Operante,Automatica,-4.97888888,0-76-0-2311306000000577, 03,193,CE,INMET,A369,-39.05722222,2018-03-19T21:00:00.000-03:00
418,0-2000-0-81831,QUIXERAMOBIM,N,,Pane,Automatica,-5.17444443,0-76-0-2311405000000223, 03,221.04,CE,INMET,A325,-39.28944444,2007-07-08T21:00:00.000-03:00
419,0-2000-0-86864,RANCHARIA,N,,Operante,Automatica,-22.37277777,0-76-0-3542206000000103, 07,398.75,SP,INMET,A718,-50.97472221,2006-08-31T21:00:00.000-03:00
420,0-2000-0-86959,RANCHO QUEIMADO,N,,Operante,Automatica,-27.6786111,0-76-0-4214300000000515, 08,881,SC,INMET,A870,-49.04194444,2016-05-30T21:00:00.000-03:00
421,0-2000-0-81958,RECIFE,N,,Pane,Automatica,-8.05916666,0-76-0-2611606000000072, 03,11.3,PE,INMET,A301,-34.95916666,2004-12-21T21:00:00.000-03:00
422,0-2000-0-81937,REDENCAO,N,,Operante,Automatica,-8.04333333,0-76-0-1506139000000593, 02,199,PA,INMET,A254,-50.00694444,2019-07-10T21:00:00.000-03:00
423,0-2000-0-86915,REGISTRO,N,,Operante,Automatica,-24.53305554,0-76-0-3542602000000538, 07,35,SP,INMET,A766,-47.86416666,2017-02-08T21:00:00.000-03:00
424,0-2000-0-81990,REMANSO,N,,Operante,Automatica,-9.62555554,0-76-0-2926004000000321, 04,397.4,BA,INMET,A423,-42.07722221,2008-03-25T21:00:00.000-03:00
425,0-2000-0-86874,RESENDE,N,,Operante,Automatica,-22.45138888,0-76-0-3304201000000114, 06,438.83,RJ,INMET,A609,-44.44499999,2006-09-28T21:00:00.000-03:00
426,0-2000-0-86640,RIBEIRA DO AMPARO,N,,Operante,Automatica,-11.05861111,0-76-0-2926509000000582, 04,182,BA,INMET,A458,-38.44416666,2018-09-19T21:00:00.000-03:00
427,0-2000-0-81965,RIO BRANCO,N,,Operante,Automatica,-9.67972221,0-76-0-1200401000000397, 01,163,AC,INMET,A104,-68.16527777,2008-07-10T21:00:00.000-03:00
428,0-2000-0-86836,RIO BRILHANTE,,,Operante,Automatica,-21.77499999,0-76-0-5007208000000391, 07,324.31,MS,INMET,A743,-54.52805554,2008-06-25T21:00:00.000-03:00
429,0-2000-0-84803,RIO CLARO,N,,Operante,Automatica,-22.653579,0-76-0-3304409000000518, 06,516,RJ,INMET,A626,-44.040916,2016-06-02T21:00:00.000-03:00
430,0-2000-0-86887,RIO DE JANEIRO - FORTE DE COPACABANA,,,Operante,Automatica,-22.98833333,0-76-0-3304557000000187, 06,25.59,RJ,INMET,A652,-43.19055555,2007-05-17T21:00:00.000-03:00
431,0-2000-0-84816,RIO DE JANEIRO - JACAREPAGUA,N,,Operante,Automatica,-22.93999999,0-76-0-3304557000000553, 06,20,RJ,INMET,A636,-43.40277777,2017-08-09T21:00:00.000-03:00
432,0-2000-0-86879,RIO DE JANEIRO - VILA MILITAR,N,,Operante,Automatica,-22.86138888,0-76-0-3304557000000179, 06,30.43,RJ,INMET,A621,-43.41138888,2007-04-12T21:00:00.000-03:00
433,0-2000-0-86914,RIO DE JANEIRO-MARAMBAIA,N,,Operante,Automatica,-23.05027777,0-76-0-3304557000000024, 06,12,RJ,INMET,A602,-43.59555555,2002-11-07T22:00:00.000-02:00
434,0-2000-0-86944,RIO DO CAMPO,N,,Pane,Automatica,-26.93749999,0-76-0-4214508000000312, 08,591.67,SC,INMET,A861,-50.14555555,2008-03-09T21:00:00.000-03:00
435,0-2000-0-86995,RIO GRANDE,N,,Operante,Automatica,-32.07888888,0-76-0-4315602000000014, 08,4.92,RS,INMET,A802,-52.16777777,2001-11-15T22:00:00.000-02:00
436,0-2000-0-86945,RIO NEGRINHO,N,,Operante,Automatica,-26.2486111,0-76-0-4215000000000320, 08,800,SC,INMET,A862,-49.57416666,2008-03-21T21:00:00.000-03:00
437,0-2000-0-86978,RIO PARDO,N,,Operante,Automatica,-29.87222221,0-76-0-4315701000000115, 08,106.99,RS,INMET,A813,-52.38194443,2006-09-29T21:00:00.000-03:00
438,0-2000-0-86721,RIO PARDO DE MINAS,N,,Operante,Automatica,-15.72305554,0-76-0-3155603000000275, 05,850.06,MG,INMET,A551,-42.43583333,2007-11-16T21:00:00.000-03:00
439,0-2000-0-81981,RIO SONO,N,,Operante,Automatica,-9.793363,0-76-0-1718758000000523, 10,291,TO,INMET,A050,-47.132732,2016-08-02T21:00:00.000-03:00
440,0-2000-0-81700,RIO URUBU,N,,Operante,Automatica,-2.6336111,0-76-0-1303536000000390, 01,112.84,AM,INMET,A125,-59.60055555,2008-06-25T21:00:00.000-03:00
441,0-2000-0-86753,RIO VERDE,N,,Operante,Automatica,-17.78527777,0-76-0-5218805000000184, 10,780.11,GO,INMET,A025,-50.965,2007-05-16T21:00:00.000-03:00
442,0-2000-0-81786,RONDON DO PARA,N,,Operante,Automatica,-4.82749999,0-76-0-1506187000000342, 02,203,PA,INMET,A214,-48.1736111,2008-04-16T21:00:00.000-03:00
443,0-2000-0-86728,RONDONOPOLIS,N,,Pane,Automatica,-16.4625,0-76-0-5107602000000065, 09,289.88,MT,INMET,A907,-54.58027777,2003-11-16T21:00:00.000-03:00
444,0-2000-0-86683,ROSARIO OESTE,N,,Operante,Automatica,-14.82888888,0-76-0-5107701000000591, 09,195,MT,INMET,A944,-56.44194444,2019-05-29T21:00:00.000-03:00
445,0-2000-0-81643,S. G. DA CACHOEIRA,N,,Operante,Automatica,-0.125207,0-76-0-1303809000000476, 01,79.67,AM,INMET,A134,-67.061246,2011-08-30T21:00:00.000-03:00
446,0-2000-0-86664,S.J. DO RIO CLARO,N,,Operante,Automatica,-13.45388888,0-76-0-5107305000000062, 09,339.59,MT,INMET,A903,-56.67722221,2003-02-24T21:00:00.000-03:00
447,0-2000-0-86795,SACRAMENTO,N,,Operante,Automatica,-19.87527777,0-76-0-3156908000000095, 05,913.12,MG,INMET,A525,-47.43416666,2006-08-18T21:00:00.000-03:00
448,0-2000-0-81949,SALGUEIRO,N,,Operante,Automatica,-8.05805555,0-76-0-2612208000000558, 03,447,PE,INMET,A370,-39.0961111,2017-09-14T21:00:00.000-03:00
449,0-2000-0-86741,SALINAS,N,,Operante,Automatica,-16.16027777,0-76-0-3157005000000253, 05,487.14,MG,INMET,A552,-42.31027777,2007-09-13T21:00:00.000-03:00
450,0-2000-0-81660,SALINOPOLIS,N,,Operante,Automatica,-0.61888888,0-76-0-1506203000000383, 02,23.18,PA,INMET,A215,-47.35666666,2008-06-13T21:00:00.000-03:00
451,0-2000-0-86703,SALTO DO CEU,,,Operante,Automatica,-15.12472221,0-76-0-5107750000000283, 09,300.83,MT,INMET,A936,-58.12722221,2008-01-23T21:00:00.000-03:00
452,0-2000-0-86678,SALVADOR,N,,Operante,Automatica,-13.005515,0-76-0-2927408000000004, 04,47.56,BA,INMET,A401,-38.50576,2000-05-12T21:00:00.000-03:00
453,0-2000-0-86660,SALVADOR (RADIO FAROL),N,,Operante,Automatica,-12.80833333,0-76-0-2927408000000572, 04,31,BA,INMET,A456,-38.49583333,2018-03-09T21:00:00.000-03:00
454,0-2000-0-81876,SANTA CRUZ,N,,Operante,Automatica,-6.22805554,0-76-0-2411205000000464, 03,227.49,RN,INMET,A367,-36.02666666,2010-08-16T21:00:00.000-03:00
455,0-2000-0-81898,SANTA FE DO ARAGUAIA,N,,Operante,Automatica,-7.124191,0-76-0-1718865000000522, 10,171,TO,INMET,A048,-48.781267,2016-07-29T21:00:00.000-03:00
456,0-2000-0-86977,SANTA MARIA,N,,Operante,Automatica,-29.72499999,0-76-0-4316907000000016, 08,103.1,RS,INMET,A803,-53.72055554,2001-11-25T22:00:00.000-02:00
457,0-2000-0-81871,SANTA MARIA DAS BARREIRAS,N,,Operante,Automatica,-8.72972221,0-76-0-1506583000000598, 02,165,PA,INMET,A256,-49.85638888,2020-12-17T21:00:00.000-03:00
458,0-2000-0-84825,SANTA MARIA MADALENA,N,,Operante,Automatica,-21.95055555,0-76-0-3304607000000584, 06,517,RJ,INMET,A630,-42.01027777,2018-10-15T21:00:00.000-03:00
459,0-2000-0-86633,SANTA RITA DE CASSIA,N,,Operante,Automatica,-11.00333333,0-76-0-2928406000000198, 04,450,BA,INMET,A415,-44.53638888,2007-05-27T21:00:00.000-03:00
460,0-2000-0-86950,SANTA ROSA,N,,Pane,Automatica,-27.89055555,0-76-0-4317202000000138, 08,272.84,RS,INMET,A810,-54.47999999,2006-11-14T21:00:00.000-03:00
461,0-2000-0-86631,SANTA ROSA DO TOCANTINS,N,,Operante,Automatica,-11.42888888,0-76-0-1718907000000500, 10,306,TO,INMET,A052,-48.18499999,2015-08-13T21:00:00.000-03:00
462,0-2000-0-86804,SANTA TERESA,N,,Pane,Automatica,-19.98833333,0-76-0-3204609000000240, 06,975.92,ES,INMET,A613,-40.57944443,2007-08-08T21:00:00.000-03:00
463,0-2000-0-81982,SANTANA DO ARAGUAIA,N,,Operante,Automatica,-9.34055555,0-76-0-1506708000000369, 02,154,PA,INMET,A233,-50.35027777,2008-05-29T21:00:00.000-03:00
464,0-2000-0-86983,SANTANA DO LIVRAMENTO,N,,Operante,Automatica,-30.75055555,0-76-0-4317103000000015, 08,196,RS,INMET,A804,-55.40138888,2001-11-21T22:00:00.000-02:00
465,0-2000-0-81707,SANTAREM,,,Operante,Automatica,-2.5025,0-76-0-1506807000000506, 02,137,PA,INMET,A250,-54.72027777,2015-09-01T21:00:00.000-03:00
466,0-2000-0-86976,SANTIAGO,N,,Operante,Automatica,-29.191599,0-76-0-4317400000000441, 08,390.03,RS,INMET,A833,-54.885653,2009-02-03T21:00:00.000-03:00
467,0-2000-0-86685,SANTO ANTONIO DO LESTE,,,Operante,Automatica,-14.92499999,0-76-0-1381098000000370, 09,662,MT,INMET,A931,-53.88444444,2008-05-29T21:00:00.000-03:00
468,0-2000-0-86952,SANTO AUGUSTO,N,,Operante,Automatica,-27.85444444,0-76-0-4317806000000017, 08,489.67,RS,INMET,A805,-53.7911111,2001-12-04T22:00:00.000-02:00
469,0-2000-0-86960,SAO BORJA,N,,Operante,Automatica,-28.65,0-76-0-4318002000000236, 08,81.08,RS,INMET,A830,-56.01638888,2007-07-20T21:00:00.000-03:00
470,0-2000-0-86845,SAO CARLOS,N,,Operante,Automatica,-21.980353,0-76-0-3548906000000104, 07,859.29,SP,INMET,A711,-47.883927,2006-09-03T21:00:00.000-03:00
471,0-2000-0-86628,SAO FELIX  DO ARAGUAIA,N,,Pane,Automatica,-11.61888888,0-76-0-5107859000000259, 09,201.37,MT,INMET,A921,-50.72777777,2007-10-18T21:00:00.000-03:00
472,0-2000-0-81858,SAO FELIX DO XINGU,N,,Pane,Automatica,-6.63972221,0-76-0-1507300000000532, 02,211,PA,INMET,A216,-51.95694444,2016-11-14T21:00:00.000-03:00
473,0-2000-0-86984,SAO GABRIEL,N,,Operante,Automatica,-30.34138888,0-76-0-4318309000000226, 08,114.89,RS,INMET,A832,-54.31083333,2007-07-10T21:00:00.000-03:00
474,0-2000-0-86789,SAO GABRIEL DO OESTE,N,,Operante,Automatica,-19.42027777,0-76-0-5007695000000159, 07,646,MS,INMET,A732,-54.55305555,2006-12-17T21:00:00.000-03:00
475,0-2000-0-81774,SAO GONCALO,N,,Operante,Automatica,-6.835777,0-76-0-2516201000000264, 03,237.04,PB,INMET,A333,-38.311583,2007-11-05T21:00:00.000-03:00
476,0-2000-0-86849,SAO JOAO DEL REI,N,,Operante,Automatica,-21.10638888,0-76-0-3162500000000078, 05,929.88,MG,INMET,A514,-44.25083333,2006-06-08T21:00:00.000-03:00
477,0-2000-0-81848,SAO JOAO DO PIAUI,N,,Operante,Automatica,-8.36444444,0-76-0-2210003000000244, 03,231,PI,INMET,A331,-42.2525,2007-08-25T21:00:00.000-03:00
478,0-2000-0-86969,SAO JOAQUIM,N,,Operante,Automatica,-28.27555554,0-76-0-4216503000000336, 08,1400.06,SC,INMET,A815,-49.93472221,2008-04-11T21:00:00.000-03:00
479,0-2000-0-86621,SAO JOSE DO XINGU,N,,Operante,Automatica,-10.48416666,0-76-0-5107354000000589, 09,300,MT,INMET,A942,-52.37249999,2019-02-18T21:00:00.000-03:00
480,0-2000-0-86967,SAO JOSE DOS AUSENTES,N,,Operante,Automatica,-28.7486111,0-76-0-4318622000000127, 08,1228.59,RS,INMET,A829,-50.05777777,2006-10-25T21:00:00.000-03:00
481,0-2000-0-81715,SAO LUIS,N,,Operante,Automatica,-2.52666666,0-76-0-2111300000000047, 02,54.8,MA,INMET,A203,-44.21361111,2003-01-28T22:00:00.000-02:00
482,0-2000-0-81997,SAO LUIS DO QUITUNDE,N,,Operante,Automatica,-9.28749999,0-76-0-2707404000000424, 03,13.69,AL,INMET,A356,-35.56583333,2008-09-07T21:00:00.000-03:00
483,0-2000-0-86912,SAO LUIZ DO PARAITINGA,N,,Operante,Automatica,-23.22833332,0-76-0-3535606000000262, 07,862.3,SP,INMET,A740,-45.41694443,2007-10-31T21:00:00.000-03:00
484,0-2000-0-86961,SAO LUIZ GONZAGA,N,,Operante,Automatica,-28.41722221,0-76-0-4318903000000237, 08,245.5,RS,INMET,A852,-54.9625,2007-07-24T21:00:00.000-03:00
485,0-2000-0-86786,SAO MATEUS,N,,Operante,Automatica,-18.6761111,0-76-0-3204906000000124, 06,28.66,ES,INMET,A616,-39.86416666,2006-10-24T21:00:00.000-03:00
486,0-2000-0-86931,SAO MATEUS DO SUL,,,Operante,Automatica,-25.83555555,0-76-0-4125605000000472, 08,780.21,PR,INMET,A874,-50.36888888,2011-04-16T21:00:00.000-03:00
487,0-2000-0-86906,SAO MIGUEL ARCANJO,N,,Operante,Automatica,-23.89083333,0-76-0-3550209000000093, 07,710,SP,INMET,A715,-47.99916666,2006-08-14T21:00:00.000-03:00
488,0-2000-0-86646,SAO MIGUEL DO ARAGUAIA,N,,Operante,Automatica,-12.82055554,0-76-0-5220207000000550, 10,210,GO,INMET,A031,-50.33583333,2017-06-28T21:00:00.000-03:00
489,0-2000-0-86937,SAO MIGUEL DO OESTE,N,,Operante,Automatica,-26.78638888,0-76-0-4217204000000316, 08,647,SC,INMET,A857,-53.51416666,2008-03-11T21:00:00.000-03:00
490,0-2000-0-86909,SAO PAULO - INTERLAGOS,N,,Operante,Automatica,-23.724501,0-76-0-3550308000000573, 07,771,SP,INMET,A771,-46.677501,2018-03-13T21:00:00.000-03:00
491,0-2000-0-86910,SAO PAULO - MIRANTE,N,,Operante,Automatica,-23.49638888,0-76-0-3550308000000089, 07,785.64,SP,INMET,A701,-46.61999999,2006-07-24T21:00:00.000-03:00
492,0-2000-0-81989,SAO RAIMUNDO NONATO,,,Operante,Automatica,-9.03305554,0-76-0-2210607000000294, 03,385,PI,INMET,A345,-42.70111111,2008-02-26T21:00:00.000-03:00
493,0-2000-0-86739,SAO ROMAO,N,,Operante,Automatica,-16.36277777,0-76-0-3164209000000218, 05,490.29,MG,INMET,A547,-45.12388888,2007-06-29T21:00:00.000-03:00
494,0-2000-0-86811,SAO SEBASTIAO DO PARAISO,N,,Operante,Automatica,-20.91,0-76-0-3164704000000501, 05,845,MG,INMET,A561,-47.11416666,2015-08-16T21:00:00.000-03:00
495,0-2000-0-84828,SAO SIMAO,N,,Operante,Automatica,-21.46111111,0-76-0-3550902000000592, 07,620,SP,INMET,A770,-47.57944443,2019-07-02T21:00:00.000-03:00
496,0-2000-0-86773,SAO SIMAO,N,,Operante,Automatica,-18.969142,0-76-0-5220405000000084, 10,492.45,GO,INMET,A011,-50.633449,2006-07-14T21:00:00.000-03:00
497,0-2000-0-84802,SAO VICENTE DO SUL,N,,Operante,Automatica,-29.70222222,0-76-0-4319802000000511, 08,134,RS,INMET,A889,-54.69444444,2016-04-05T21:00:00.000-03:00
498,0-2000-0-86667,SAPEZAL,N,,Operante,Automatica,-13.30388888,0-76-0-5107875000000563, 09,105,MT,INMET,A911,-58.76333333,2017-10-19T21:00:00.000-03:00
499,0-2000-0-86885,SAQUAREMA - SAMPAIO CORREIA,N,,Operante,Automatica,-22.8711111,0-76-0-3305505000000507, 06,26,RJ,INMET,A667,-42.60888888,2015-09-01T21:00:00.000-03:00
500,0-2000-0-86611,SENHOR DO BONFIM,N,,Operante,Automatica,-10.44305555,0-76-0-2930105000000322, 04,532.09,BA,INMET,A428,-40.14833333,2008-03-26T21:00:00.000-03:00
501,0-2000-0-84801,SERAFINA CORREA,N,,Operante,Automatica,-28.70472222,0-76-0-4320404000000509, 08,485.29,RS,INMET,A894,-51.87083332,2016-03-31T21:00:00.000-03:00
502,0-2000-0-86878,SEROPEDICA-ECOLOGIA AGRICOLA,N,,Operante,Automatica,-22.75777777,0-76-0-3305554000000002, 06,35,RJ,INMET,A601,-43.68472221,2000-05-23T21:00:00.000-03:00
503,0-2000-0-86763,SERRA DOS AIMORES,N,,Operante,Automatica,-17.79888888,0-76-0-3166709000000096, 05,211.97,MG,INMET,A522,-40.25,2006-08-20T21:00:00.000-03:00
504,0-2000-0-81860,SERRA DOS CARAJAS,N,,Pane,Automatica,-6.07749999,0-76-0-1505536000000418, 02,707,PA,INMET,A230,-50.14222221,2008-09-02T21:00:00.000-03:00
505,0-2000-0-86641,SERRA NOVA DOURADA,N,,Operante,Automatica,-11.98777777,0-76-0-5100359000000590, 09,441,MT,INMET,A943,-51.4261111,2019-03-28T21:00:00.000-03:00
506,0-2000-0-81912,SERRA TALHADA,,,Operante,Automatica,-7.95416666,0-76-0-2613909000000395, 03,499.02,PE,INMET,A350,-38.29499999,2008-07-08T21:00:00.000-03:00
507,0-2000-0-86637,SERRINHA,,,Operante,Automatica,-11.66472222,0-76-0-2930501000000361, 04,337.79,BA,INMET,A441,-39.02305554,2008-05-08T21:00:00.000-03:00
508,0-2000-0-86790,SETE LAGOAS,N,,Operante,Automatica,-19.45527777,0-76-0-3167202000000520, 05,719,MG,INMET,A569,-44.17333332,2016-06-09T21:00:00.000-03:00
509,0-2000-0-86895,SETE QUEDAS,,,Operante,Automatica,-23.96694443,0-76-0-5007703000000376, 07,398.4,MS,INMET,A751,-55.02416666,2008-06-02T21:00:00.000-03:00
510,0-2000-0-86809,SIDROLANDIA,,,Operante,Automatica,-20.98166666,0-76-0-5007901000000434, 07,471.43,MS,INMET,A754,-54.97194443,2008-09-28T21:00:00.000-03:00
511,0-2000-0-86893,SILVA JARDIM,N,,Operante,Automatica,-22.64583333,0-76-0-3305604000000505, 06,19,RJ,INMET,A659,-42.41555555,2015-08-27T21:00:00.000-03:00
512,0-2000-0-86735,SILVANIA,,,Operante,Automatica,-16.67972221,0-76-0-5220603000000469, 10,952,GO,INMET,A037,-48.61805554,2010-10-07T21:00:00.000-03:00
513,0-2000-0-86626,SINOP,N,,Operante,Automatica,-11.98222221,0-76-0-5107909000000129, 09,366.57,MT,INMET,A917,-55.56611111,2006-10-28T21:00:00.000-03:00
514,0-2000-0-81754,SOBRAL,N,,Operante,Automatica,-3.74805555,0-76-0-2312908000000054, 03,92.07,CE,INMET,A306,-40.34583333,2003-02-11T22:00:00.000-02:00
515,0-2000-0-86964,SOLEDADE,N,,Operante,Automatica,-28.859211,0-76-0-4320800000000301, 08,660.44,RS,INMET,A837,-52.542387,2008-02-29T21:00:00.000-03:00
516,0-2000-0-86769,SONORA,,,Operante,Automatica,-17.63527777,0-76-0-5007935000000489, 07,495.25,MS,INMET,A761,-54.76055555,2012-11-29T21:00:00.000-03:00
517,0-2000-0-86907,SOROCABA,N,,Operante,Automatica,-23.4261111,0-76-0-3552205000000098, 07,609.33,SP,INMET,A713,-47.58555555,2006-08-21T21:00:00.000-03:00
518,0-2000-0-86645,SORRISO,N,,Operante,Automatica,-12.555,0-76-0-5107925000000035, 09,379.31,MT,INMET,A904,-55.72277777,2002-12-15T22:00:00.000-02:00
519,0-2000-0-81658,SOURE,N,,Pane,Automatica,-0.72777777,0-76-0-1507904000000352, 02,12.54,PA,INMET,A227,-48.51583333,2008-04-26T21:00:00.000-03:00
520,0-2000-0-81917,SURUBIM,N,,Operante,Automatica,-7.83972221,0-76-0-2614501000000310, 03,421.44,PE,INMET,A328,-35.80111111,2008-03-08T21:00:00.000-03:00
521,0-2000-0-86998,Santa Vitoria do Palmar - Barra do Chui,N,,Operante,Automatica,-33.74222221,0-76-0-4305439000000309, 08,7.41,RS,INMET,A899,-53.37222221,2008-03-07T21:00:00.000-03:00
522,0-2000-0-86682,TANGARA DA SERRA,N,,Operante,Automatica,-14.65,0-76-0-5107958000000030, 09,440.01,MT,INMET,A902,-57.43166666,2002-12-10T22:00:00.000-02:00
523,0-2000-0-81872,TAUA,N,,Pane,Automatica,-6.01749999,0-76-0-2313302000000228, 03,410.87,CE,INMET,A324,-40.28138888,2007-07-11T21:00:00.000-03:00
524,0-2000-0-86911,TAUBATE,N,,Operante,Automatica,-23.04166666,0-76-0-3554102000000162, 07,582.26,SP,INMET,A728,-45.52083332,2006-12-19T21:00:00.000-03:00
525,0-2000-0-86762,TEOFILO OTONI,N,,Operante,Automatica,-17.89284,0-76-0-3168606000000099, 05,467.17,MG,INMET,A527,-41.515423,2006-08-24T21:00:00.000-03:00
526,0-2000-0-81827,TERESINA,N,,Operante,Automatica,-5.03472221,0-76-0-2211001000000069, 03,75.23,PI,INMET,A312,-42.80138888,2004-11-23T21:00:00.000-03:00
527,0-2000-0-86888,TERESOPOLIS-PARQUE NACIONAL,N,,Operante,Automatica,-22.4486111,0-76-0-3305802000000131, 06,981,RJ,INMET,A618,-42.98694444,2006-10-31T21:00:00.000-03:00
528,0-2000-0-86987,TEUTONIA,,,Operante,Automatica,-29.44916666,0-76-0-4321451000000484, 08,81,RS,INMET,A882,-51.82333332,2012-10-03T21:00:00.000-03:00
529,0-2000-0-81753,TIANGUA,N,,Operante,Automatica,-3.73222221,0-76-0-2313401000000574, 03,756,CE,INMET,A368,-41.01194444,2018-03-14T21:00:00.000-03:00
530,0-2000-0-86801,TIMOTEO,N,,Operante,Automatica,-19.57388888,0-76-0-3168705000000075, 05,493.42,MG,INMET,A511,-42.62249999,2006-02-21T21:00:00.000-03:00
531,0-2000-0-81711,TOME ACU,N,,Operante,Automatica,-2.59249999,0-76-0-1508001000000256, 02,42.95,PA,INMET,A213,-48.36055555,2007-10-13T21:00:00.000-03:00
532,0-2000-0-86981,TORRES,N,,Operante,Automatica,-29.35027777,0-76-0-4321501000000077, 08,8.44,RS,INMET,A808,-49.73333333,2006-05-31T21:00:00.000-03:00
533,0-2000-0-86990,TRAMANDAI,N,,Operante,Automatica,-30.01027777,0-76-0-4321600000000311, 08,4.56,RS,INMET,A834,-50.13583333,2008-03-08T21:00:00.000-03:00
534,0-2000-0-86813,TRES LAGOAS,N,,Operante,Automatica,-20.79499999,0-76-0-5008305000000011, 07,328.94,MS,INMET,A704,-51.71333333,2001-09-02T21:00:00.000-03:00
535,0-2000-0-86779,TRES MARIAS,N,,Operante,Automatica,-18.200855,0-76-0-3169356000000100, 05,931.01,MG,INMET,A528,-45.459836,2006-08-24T21:00:00.000-03:00
536,0-2000-0-84804,TRES RIOS,N,,Operante,Automatica,-22.09833333,0-76-0-3306008000000519, 06,295,RJ,INMET,A625,-43.20833333,2016-06-07T21:00:00.000-03:00
537,0-2000-0-81859,TUCUMA,,,Pane,Automatica,-6.74333333,0-76-0-1508084000000404, 02,320.93,PA,INMET,A234,-51.14194444,2008-07-17T21:00:00.000-03:00
538,0-2000-0-81743,TUCURUI,N,,Operante,Automatica,-3.82277777,0-76-0-1508100000000300, 02,137.94,PA,INMET,A229,-49.67499999,2008-02-29T21:00:00.000-03:00
539,0-2000-0-84812,TUPA,N,,Operante,Automatica,-21.927251,0-76-0-3555000000000546, 07,498,SP,INMET,A768,-50.490251,2017-05-11T21:00:00.000-03:00
540,0-2000-0-84805,TUPANCIRETA,N,,Operante,Automatica,-29.08944444,0-76-0-4322202000000526, 08,462,RS,INMET,A886,-53.82666666,2016-08-10T21:00:00.000-03:00
541,0-2000-0-81687,TURIACU,N,,Operante,Automatica,-1.66111111,0-76-0-2112407000000380, 02,35.86,MA,INMET,A219,-45.37249999,2008-06-09T21:00:00.000-03:00
542,0-2000-0-84814,UBERABA,N,,Operante,Automatica,-19.71,0-76-0-3170107000000549, 05,778,MG,INMET,A568,-47.96194444,2017-05-18T21:00:00.000-03:00
543,0-2000-0-86776,UBERLANDIA,N,,Operante,Automatica,-18.91694443,0-76-0-3170206000000036, 05,874.77,MG,INMET,A507,-48.25555555,2002-12-17T22:00:00.000-02:00
544,0-2000-0-86724,UNA,,,Operante,Automatica,-15.28027777,0-76-0-2932507000000389, 04,74.08,BA,INMET,A437,-39.09138888,2008-06-24T21:00:00.000-03:00
545,0-2000-0-86738,UNAI,N,,Operante,Automatica,-16.55416666,0-76-0-3170404000000212, 05,640.85,MG,INMET,A542,-46.88194443,2007-06-15T21:00:00.000-03:00
546,0-2000-0-81702,URUCARA,,,Operante,Automatica,-2.53472221,0-76-0-1304302000000341, 01,18.49,AM,INMET,A124,-57.75805555,2008-04-16T21:00:00.000-03:00
547,0-2000-0-81905,URUCUI,N,,Operante,Automatica,-7.44138888,0-76-0-2211209000000305, 03,398.83,PI,INMET,A346,-44.34499999,2008-03-05T21:00:00.000-03:00
548,0-2000-0-86973,URUGUAIANA,N,,Operante,Automatica,-29.83999999,0-76-0-4322400000000112, 08,74.29,RS,INMET,A809,-57.08194443,2006-09-27T21:00:00.000-03:00
549,0-2000-0-86970,URUSSANGA,N,,Operante,Automatica,-28.53249999,0-76-0-4219002000000368, 08,40.56,SC,INMET,A814,-49.31527777,2008-05-28T21:00:00.000-03:00
550,0-2000-0-86966,VACARIA,,,Operante,Automatica,-28.51361111,0-76-0-4322509000000350, 08,969.89,RS,INMET,A880,-50.88277777,2008-04-25T21:00:00.000-03:00
