,CD_OSCAR,DC_NOME,FL_CAPITAL,DT_FIM_OPERACAO,CD_SITUACAO,TP_ESTACAO,VL_LATITUDE,CD_WSI,CD_DISTRITO,VL_ALTITUDE,SG_ESTADO,SG_ENTIDADE,CD_ESTACAO,VL_LONGITUDE,DT_INICIO_OPERACAO
551,0-2000-0-86875,VALENCA,N,,Operante,Automatica,-22.35805555,0-76-0-3306107000000111, 06,370,RJ,INMET,A611,-43.69555555,2006-09-26T21:00:00.000-03:00
552,0-2000-0-86676,VALENCA,,,Operante,Automatica,-13.3436111,0-76-0-2932903000000451, 04,93.12,BA,INMET,A444,-39.12666666,2009-06-28T21:00:00.000-03:00
553,0-2000-0-81870,VALENCA DO PIAUI,N,,Operante,Automatica,-6.4236111,0-76-0-2211308000000444, 03,372,PI,INMET,A363,-41.74888888,2009-04-17T21:00:00.000-03:00
554,0-2000-0-86838,VALPARAISO,N,,Operante,Automatica,-21.31916666,0-76-0-3556305000000245, 07,381.9,SP,INMET,A734,-50.93027777,2007-08-29T21:00:00.000-03:00
555,0-2000-0-86848,VARGINHA,N,,Operante,Automatica,-21.56638888,0-76-0-3170701000000083, 05,949.78,MG,INMET,A515,-45.40416666,2006-07-12T21:00:00.000-03:00
556,0-2000-0-84809,VENDA NOVA DO IMIGRANTE,N,,Operante,Automatica,-20.38555555,0-76-0-3205069000000539, 06,722,ES,INMET,A633,-41.18999999,2017-02-09T21:00:00.000-03:00
557,0-2000-0-86920,VENTANIA,,,Operante,Automatica,-24.28027777,0-76-0-4128534000000471, 08,1093.41,PR,INMET,A872,-50.21027777,2011-04-14T21:00:00.000-03:00
558,0-2000-0-86824,VICOSA,N,,Operante,Automatica,-20.762607,0-76-0-3171303000000074, 05,697.64,MG,INMET,A510,-42.864013,2005-09-14T21:00:00.000-03:00
559,0-2000-0-86701,VILA BELA DA SANTISSIMA TRINDADE,N,,Operante,Automatica,-15.06277777,0-76-0-5105507000000153, 09,213,MT,INMET,A922,-59.87305554,2006-11-30T21:00:00.000-03:00
560,0-2000-0-86831,VILA VELHA,N,,Operante,Automatica,-20.46694443,0-76-0-3205200000000540, 06,25,ES,INMET,A634,-40.40388888,2017-02-14T21:00:00.000-03:00
561,0-2000-0-86642,VILHENA,,,Operante,Automatica,-12.73499999,0-76-0-1100304000000416, 09,583.3,RO,INMET,A938,-60.15777777,2008-08-25T21:00:00.000-03:00
562,0-2000-0-86830,VITORIA,N,,Operante,Automatica,-20.27083332,0-76-0-3205309000000130, 06,9,ES,INMET,A612,-40.30583333,2006-10-30T21:00:00.000-03:00
563,0-2000-0-86697,VITORIA DA CONQUISTA,N,,Operante,Automatica,-14.88638888,0-76-0-2933307000000204, 04,879.38,BA,INMET,A414,-40.80138888,2007-05-31T21:00:00.000-03:00
564,0-2000-0-86940,XANXERE,N,,Operante,Automatica,-26.938666,0-76-0-4219507000000318, 08,878.74,SC,INMET,A858,-52.39809,2008-03-14T21:00:00.000-03:00
565,0-2000-0-81896,XINGUARA,N,,Operante,Automatica,-7.11055555,0-76-0-1508407000000527, 02,245,PA,INMET,A247,-49.9261111,2016-09-10T21:00:00.000-03:00
566,0-2000-0-81747,ZE DOCA,N,,Operante,Automatica,-3.26916666,0-76-0-2114007000000596, 02,45.5,MA,INMET,A255,-45.65111111,2019-09-17T21:00:00.000-03:00
